status,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling,year_trend
Developed,89.0,76.0,0,12.6,7163.3489230000005,98.0,70,63.4,1,99.0,1.59,99.0,0.1,1.0,16.3,15
Developed,87.0,77.0,0,11.77,702.359357,98.0,39,63.0,1,99.0,1.57,99.0,0.1,1.0,16.3,14
Developed,83.0,78.0,0,10.08,664.4738974999999,98.0,109,62.6,1,99.0,1.54,99.0,0.1,0.9,16.2,13
Developed,83.0,8.0,0,10.11,713.5297353999999,97.0,576,62.3,1,98.0,1.42,98.0,0.1,0.9,16.1,12
Developed,80.0,81.0,0,10.22,665.7356115,97.0,40,61.9,1,98.0,1.17,98.0,0.1,0.9,15.9,11
Developed,79.8,85.0,0,10.05,671.9376566000001,97.0,33,61.6,1,98.0,1.39,98.0,0.1,0.9,15.8,10
Developed,79.5,87.0,0,10.47,7191.051506999999,98.0,98,61.3,1,99.0,9.6,99.0,0.1,0.8,15.8,9
Developed,79.5,86.0,0,10.25,640.3560918,94.0,64,6.9,1,99.0,9.25,98.0,0.1,0.8,15.8,8
Developed,79.4,85.0,0,10.98,5579.1990829999995,94.0,15,6.6,1,99.0,9.17,98.0,0.1,0.8,15.7,7
Developed,78.9,89.0,0,12.27,5068.2144880000005,77.0,26,6.2,1,97.0,9.24,97.0,0.1,0.8,15.7,6
Developed,78.8,91.0,1,12.05,5160.508378,64.0,61,59.8,1,96.0,9.32,95.0,0.1,0.8,18.8,5
Developed,78.3,95.0,0,11.28,507.30616399999997,64.0,44,59.4,1,96.0,9.3,95.0,0.1,0.8,18.6,4
Developed,78.0,99.0,1,11.29,320.3177664,6.0,0,59.0,1,96.0,8.46,95.0,0.1,0.8,18.8,3
Developed,78.0,1.0,1,11.01,2943.375396,6.0,83,58.5,1,96.0,8.29,95.0,0.1,0.8,18.2,2
Developed,77.6,11.0,1,11.21,287.20845289999994,6.0,0,58.1,1,96.0,8.12,95.0,0.1,0.8,18.0,1
Developed,74.5,137.0,0,10.865333333333332,0.0,92.0,0,65.7,1,91.0,7.236,91.0,0.1,1.9,15.0,16
Developed,74.3,138.0,1,12.03,153.1400362,95.0,0,65.1,1,88.0,8.44,88.0,0.1,1.9,14.8,15
Developed,74.1,14.0,1,12.06,149.65987900000002,95.0,14,64.5,1,95.0,7.93,95.0,0.1,1.9,14.4,14
Developed,73.9,139.0,1,10.99,851.450672,95.0,1,63.9,1,95.0,7.11,95.0,0.1,1.9,14.3,13
Developed,73.7,144.0,1,10.67,875.1495189,96.0,157,63.3,1,95.0,6.88,95.0,0.1,2.0,14.2,12
Developed,73.4,147.0,1,10.8,766.4454883999999,95.0,22004,62.7,1,94.0,7.24,94.0,0.1,2.0,13.9,11
Developed,73.2,152.0,1,10.93,661.5144334,96.0,2249,62.1,1,94.0,6.78,94.0,0.1,2.0,13.8,10
Developed,72.9,155.0,1,10.98,107.9826127,96.0,1,61.5,1,96.0,6.61,95.0,0.1,2.1,13.8,9
Developed,72.6,157.0,1,10.89,591.5100977999999,95.0,1,6.9,1,95.0,6.41,95.0,0.1,2.1,13.5,8
Developed,72.2,161.0,1,10.39,508.63045880000004,96.0,1,6.3,1,96.0,6.67,95.0,0.1,2.2,13.5,7
Developed,72.1,16.0,1,10.48,456.3404657,96.0,3,59.7,1,97.0,7.8,96.0,0.1,2.2,13.5,6
Developed,72.2,157.0,1,10.96,384.1473028,94.0,0,59.1,1,94.0,7.9,95.0,0.1,2.3,13.3,5
Developed,72.0,155.0,1,11.19,32.38616103,96.0,0,58.6,1,96.0,7.43,96.0,0.1,2.3,12.9,4
Developed,71.8,157.0,1,10.2,33.26778134,88.0,0,58.1,1,94.0,7.41,93.0,0.1,2.4,12.9,3
Developed,71.6,16.0,1,10.72,25.06262895,93.0,8,57.5,1,94.0,7.23,94.0,0.1,2.4,12.9,2
Developed,71.1,163.0,1,9.69,15.2357274,94.0,46,57.0,1,94.0,6.7,93.0,0.1,2.5,12.9,1
Developed,82.2,64.0,2,8.053333333333333,0.0,55.0,195,67.0,2,91.0,7.052000000000001,91.0,0.1,0.6,16.3,16
Developed,82.0,65.0,2,8.1,102.1902168,55.0,418,66.4,2,91.0,1.45,91.0,0.1,0.5,15.9,15
Developed,81.8,67.0,2,8.2,9733.228019,55.0,83,65.8,2,91.0,1.67,91.0,0.1,0.5,15.9,14
Developed,81.6,68.0,2,8.3,9748.636237,7.0,10,65.3,2,99.0,1.78,95.0,0.1,0.5,15.9,13
Developed,81.5,68.0,2,8.2,971.9280384,7.0,803,64.7,2,87.0,1.82,87.0,0.1,0.5,15.9,12
Developed,81.2,7.0,2,8.4,8649.674911,56.0,99,64.1,2,88.0,11.2,89.0,0.1,0.5,15.9,11
Developed,81.0,72.0,2,8.4,864.9499300000001,42.0,14,63.6,2,89.0,11.17,91.0,0.1,0.5,15.9,10
Developed,87.0,74.0,2,8.3,8433.936814,28.0,62,63.0,2,89.0,1.3,92.0,0.1,0.5,15.8,9
Developed,85.0,74.0,2,8.3,7946.743581000001,14.0,101,62.5,2,9.0,9.83,94.0,0.1,0.5,15.8,8
Developed,85.0,75.0,2,8.2,771.1817686,14.0,13,61.9,2,95.0,9.75,95.0,0.1,0.5,15.8,7
Developed,81.0,76.0,2,8.0,6333.1779670000005,14.0,6,61.3,2,93.0,9.57,93.0,0.1,0.5,15.8,6
Developed,80.0,77.0,2,7.8,5513.329924000001,14.0,7,6.6,2,91.0,9.56,91.0,0.1,0.5,15.8,5
Developed,79.7,78.0,2,7.7,4687.845565,14.0,15,6.0,2,88.0,9.54,91.0,0.1,0.5,15.8,4
Developed,79.5,79.0,2,7.7,3895.856308,28.846153846153847,6,59.3,2,88.0,9.37,88.0,0.1,0.5,15.8,3
Developed,79.4,8.0,2,7.6,3665.089703,28.846153846153847,34,58.5,2,88.0,9.1,89.0,0.1,0.5,15.8,2
Developed,79.1,82.0,2,7.6,3787.49456,28.84615384615385,206,57.8,2,88.0,8.67,89.0,0.1,0.5,15.9,1
Developed,78.0,95.0,0,12.448000000000002,0.0,94.0,206,63.7,0,94.0,7.370666666666666,94.0,0.1,1.5,15.3,16
Developed,77.8,97.0,0,12.14,1884.0988109999998,95.0,0,63.1,0,95.0,7.8,95.0,0.1,1.5,15.1,15
Developed,77.7,97.0,0,12.39,1899.1073850000002,96.0,0,62.5,0,96.0,7.83,96.0,0.1,1.5,14.9,14
Developed,77.1,14.0,0,11.49,1851.7132620000002,98.0,2,61.9,0,96.0,7.8,96.0,0.1,1.5,14.6,13
Developed,77.0,14.0,0,12.19,1913.3566420000002,97.0,12,61.3,0,96.0,7.8,96.0,0.1,1.6,14.5,12
Developed,76.6,16.0,0,12.1,206.8868182,97.0,7,6.6,0,97.0,8.25,97.0,0.1,1.6,14.2,11
Developed,76.3,19.0,0,12.21,2160.3801989999997,97.0,2,6.0,0,96.0,8.18,96.0,0.1,1.7,14.2,10
Developed,76.0,116.0,0,12.06,2425.403891,97.0,51,59.4,0,96.0,7.7,96.0,0.1,1.7,14.3,9
Developed,75.8,114.0,0,12.56,2019.8127789999999,95.0,0,58.7,0,96.0,7.44,96.0,0.1,1.8,14.3,8
Developed,75.9,113.0,0,11.83,1555.6519859999999,96.22222222222223,1,58.1,0,96.0,6.95,96.0,0.1,1.8,13.9,7
Developed,75.2,116.0,0,11.59,167.2319899,96.22222222222221,2,57.5,0,96.0,6.89,96.0,0.1,1.8,13.6,6
Developed,75.4,114.0,0,13.11,1116.396502,96.22222222222221,54,56.9,0,96.0,6.56,96.0,0.1,1.9,13.3,5
Developed,74.7,122.0,0,13.78,93.67706503,96.22222222222221,19,56.3,0,95.0,6.35,94.0,0.1,1.9,12.9,4
Developed,74.8,124.0,0,13.39,11.63615139,96.2222222222222,6,55.8,0,95.0,6.19,95.0,0.1,2.0,12.6,3
Developed,74.9,126.0,0,13.15,650.9567981,96.2222222222222,8,55.2,0,94.0,7.16,94.0,0.1,2.0,12.3,2
Developed,74.7,127.0,0,12.73,649.3909871000001,96.2222222222222,9,54.7,0,94.0,7.66,93.0,0.1,2.1,12.2,1
Developed,85.0,52.0,0,10.260666666666667,0.0,97.0,0,6.3,0,97.0,6.760000000000001,97.0,0.1,1.0,14.3,16
Developed,83.0,53.0,0,0.01,207.3041936,96.0,10,59.8,0,99.0,7.37,99.0,0.1,0.9,14.0,15
Developed,81.0,54.0,0,9.04,212.0859259,96.0,0,59.2,0,99.0,7.46,99.0,0.1,0.9,13.8,14
Developed,80.0,56.0,0,10.55,2159.756205,96.0,1,58.7,0,99.0,7.44,99.0,0.1,0.9,13.8,13
Developed,79.7,57.0,0,10.69,2443.325028,96.0,0,58.3,0,99.0,7.54,99.0,0.1,0.9,13.8,12
Developed,79.5,59.0,0,11.32,283.3300258,96.0,18,57.8,0,99.0,7.23,99.0,0.1,0.9,14.6,11
Developed,79.3,6.0,0,10.8,230.25241839999998,96.0,0,57.3,0,99.0,7.4,99.0,0.1,0.9,14.1,10
Developed,79.1,62.0,0,12.01,239.64099380000002,93.0,1,56.8,0,97.0,6.89,97.0,0.1,0.9,13.7,9
Developed,78.9,63.0,0,11.56,1958.525877,93.0,0,56.3,0,97.0,6.5,97.0,0.1,0.9,13.5,8
Developed,78.8,64.0,0,11.47,1700.841534,93.0,0,55.8,0,97.0,6.28,97.0,0.1,0.9,13.4,7
Developed,78.7,65.0,0,11.41,1562.520827,88.0,1,55.3,0,98.0,6.37,98.0,0.1,0.9,13.5,6
Developed,78.6,65.0,0,13.03,1586.7241720000002,88.0,0,54.8,0,98.0,6.42,98.0,0.1,0.9,13.4,5
Developed,78.5,66.0,0,10.62,158.70873989999998,88.0,0,54.3,0,98.0,6.83,98.0,0.1,0.9,13.0,4
Developed,78.4,68.0,0,11.68,1128.050886,88.0,0,53.8,0,98.0,6.12,98.0,0.1,0.9,12.5,3
Developed,78.2,69.0,0,10.16,100.8086193,89.0,0,53.3,0,97.0,5.78,97.0,0.1,0.9,12.4,2
Developed,78.1,7.0,0,9.56,950.8027925000001,89.0,0,52.8,0,97.0,5.77,97.0,0.1,0.9,12.5,1
Developed,78.8,86.0,0,13.026000000000002,0.0,97.0,9,66.1,0,97.0,7.05,97.0,0.1,1.8,15.890714285714271,16
Developed,78.6,88.0,0,12.68,0.0,99.0,222,65.6,0,99.0,7.41,97.0,0.1,1.8,15.890714285714271,15
Developed,78.2,9.0,0,12.45,0.0,99.0,15,65.1,0,99.0,7.49,98.0,0.1,1.8,15.890714285714271,14
Developed,78.0,93.0,0,12.71,0.0,99.0,22,64.5,0,99.0,7.55,99.0,0.1,1.8,15.890714285714271,13
Developed,77.8,97.0,0,12.43,0.0,99.0,17,64.0,0,99.0,7.5,99.0,0.1,1.9,15.890714285714271,12
Developed,77.5,99.0,0,12.69,0.0,99.0,0,63.6,0,99.0,7.43,99.0,0.1,1.9,15.890714285714271,11
Developed,77.1,12.0,0,13.23,0.0,99.0,5,63.1,0,99.0,7.85,99.0,0.1,1.9,15.890714285714271,10
Developed,77.0,16.0,0,13.25,0.0,99.0,2,62.6,0,99.0,6.82,99.0,0.1,1.9,15.890714285714271,9
Developed,76.8,17.0,0,13.43,0.0,99.0,2,62.2,0,99.0,6.52,99.0,0.1,2.0,15.890714285714271,8
Developed,76.5,19.0,0,13.03,0.0,98.0,7,61.8,0,98.0,6.69,98.0,0.1,2.0,15.890714285714271,7
Developed,75.9,114.0,0,13.19,0.0,99.0,0,61.3,0,96.0,6.93,97.0,0.1,2.1,15.890714285714271,6
Developed,75.8,116.0,0,13.24,0.0,98.0,17,6.8,0,96.0,6.9,98.0,0.1,2.1,15.890714285714271,5
Developed,75.2,122.0,0,13.01,0.0,92.0,30,6.4,0,97.0,7.13,97.0,0.1,2.2,15.890714285714271,4
Developed,75.3,12.0,0,13.47,0.0,86.0,4,59.9,0,97.0,6.8,98.0,0.1,2.2,15.890714285714271,3
Developed,75.1,123.0,0,13.36,0.0,97.28571428571429,6,59.4,0,97.0,6.42,98.0,0.1,2.2,15.890714285714271,2
Developed,74.7,126.0,0,13.22,0.0,97.28571428571428,9,59.0,0,98.0,6.31,98.0,0.1,2.3,15.890714285714271,1
Developed,86.0,71.0,0,10.707999999999998,0.0,83.51669719169713,9,58.8,0,93.0,7.822666666666667,93.0,0.1,1.1,19.2,16
Developed,84.0,73.0,0,9.64,10468.762920000001,83.51669719169713,27,58.4,0,94.0,1.8,94.0,0.1,1.1,19.2,15
Developed,81.0,75.0,0,9.5,10261.763,83.51669719169713,17,58.1,0,94.0,11.25,94.0,0.1,1.1,18.7,14
Developed,80.0,76.0,0,9.26,928.4170785,83.51669719169713,2,57.7,0,94.0,1.98,94.0,0.1,1.1,18.4,13
Developed,79.7,79.0,0,10.47,10251.10872,83.51669719169713,84,57.4,0,91.0,1.87,91.0,0.1,1.1,16.9,12
Developed,79.2,84.0,0,10.28,954.4865933,83.51669719169713,5,57.0,0,9.0,11.8,9.0,0.1,1.1,16.8,11
Developed,78.9,86.0,0,10.08,9765.616994,83.51669719169713,6,56.6,0,89.0,11.47,89.0,0.1,1.1,16.8,10
Developed,78.8,88.0,0,10.7,10761.18209,83.51669719169713,14,56.3,0,88.0,1.18,88.0,0.1,1.1,16.8,9
Developed,78.4,93.0,0,10.99,9703.068121,83.51669719169713,2,55.9,0,87.0,9.99,87.0,0.1,1.2,16.7,8
Developed,78.1,93.0,0,11.02,850.9544783,83.51669719169713,27,55.4,0,93.0,9.92,93.0,0.1,1.2,16.9,7
Developed,78.1,92.0,0,11.28,7627.412444,83.51669719169713,2,55.0,0,93.0,9.77,93.0,0.1,1.2,16.6,6
Developed,77.7,98.0,0,11.27,6948.839868000001,83.51669719169713,0,54.4,0,95.0,9.67,95.0,0.1,1.2,16.5,5
Developed,77.3,11.0,0,11.54,650.9813544,83.51669719169713,0,53.9,0,96.0,9.51,96.0,0.1,1.2,16.3,4
Developed,77.0,14.0,0,11.34,4801.546125,83.51669719169713,32,53.3,0,98.0,9.33,98.0,0.1,1.2,16.6,3
Developed,77.0,12.0,0,11.56,530.4832336000001,83.51669719169713,11,52.8,0,97.0,9.1,97.0,0.1,1.3,16.2,2
Developed,76.9,12.0,0,11.69,508.7496912,83.51669719169713,14,52.2,0,97.0,8.7,97.0,0.1,1.3,16.5,1
Developed,77.6,119.0,0,9.014666666666665,0.0,91.0,4,59.9,0,93.0,5.687333333333333,93.0,0.1,1.9,16.5,16
Developed,77.3,122.0,0,0.01,2700.07305,93.0,0,59.4,0,93.0,6.38,93.0,0.1,1.9,16.5,15
Developed,76.9,127.0,0,0.01,261.29148080000004,93.0,2,59.0,0,94.0,6.48,94.0,0.1,1.9,16.5,14
Developed,76.3,135.0,0,0.01,2263.1037969999998,94.0,4,58.5,0,94.0,6.36,94.0,0.1,1.9,16.5,13
Developed,76.1,138.0,0,0.01,2146.945741,94.0,7,58.0,0,93.0,5.83,93.0,0.1,1.9,16.4,12
Developed,75.6,137.0,0,14.97,1802.017593,94.0,0,57.6,0,94.0,6.25,94.0,0.1,1.9,16.2,11
Developed,74.9,156.0,0,15.04,1717.0887109999999,95.0,0,57.1,0,95.0,6.93,95.0,0.1,2.0,16.1,10
Developed,74.2,167.0,0,16.99,225.07236180000004,94.0,0,56.7,0,95.0,6.6,95.0,0.1,2.0,16.1,9
Developed,73.0,189.0,0,17.87,1904.1246899999999,95.0,1,56.3,0,95.0,5.16,95.0,0.1,2.0,16.1,8
Developed,73.0,188.0,0,16.58,244.3510801,95.0,27,55.9,0,95.0,5.1,95.0,0.1,2.1,16.1,7
Developed,72.8,189.0,0,15.52,153.5045263,95.0,2,55.5,0,96.0,5.2,96.0,0.1,2.1,15.9,6
Developed,72.3,195.0,0,15.07,101.12011609999999,9.0,0,55.2,0,95.0,5.13,94.0,0.1,2.2,15.7,5
Developed,71.9,199.0,0,11.64,132.7233922,86.83333333333333,0,54.9,0,95.0,4.92,94.0,0.1,2.2,15.6,4
Developed,71.2,211.0,0,11.48,7.806042825,86.83333333333333,0,54.6,0,94.0,4.84,94.0,0.1,2.3,15.4,3
Developed,78.0,225.0,0,0.01,88.62945822,86.83333333333333,0,54.3,0,94.0,4.85,94.0,0.1,2.4,15.0,2
Developed,78.0,218.0,0,0.01,5.34809451,86.83333333333331,9,54.0,0,93.0,5.28,93.0,0.1,2.5,14.4,1
Developed,81.1,76.0,0,9.552666666666669,0.0,83.51669719169713,2,62.1,0,97.0,8.614,97.0,0.1,0.9,17.0,16
Developed,89.0,78.0,0,8.8,6164.4554020000005,83.51669719169713,0,61.7,0,98.0,9.68,98.0,0.1,0.9,17.0,15
Developed,87.0,79.0,0,8.97,6115.496624,83.51669719169713,2,61.4,0,98.0,9.55,98.0,0.1,0.9,17.0,14
Developed,84.0,82.0,0,9.24,5889.012536,83.51669719169713,0,61.0,0,99.0,9.3,99.0,0.1,0.9,17.0,13
Developed,83.0,86.0,0,9.81,71.01620838,83.51669719169713,27,6.6,0,99.0,9.1,99.0,0.1,0.9,16.9,12
Developed,79.9,89.0,0,9.72,591.6691405,83.51669719169713,5,6.2,0,99.0,9.5,99.0,0.1,0.9,16.8,11
Developed,79.7,91.0,0,9.96,579.7384367999999,83.51669719169713,2,59.8,0,99.0,9.2,99.0,0.1,0.9,17.0,10
Developed,79.6,94.0,0,10.26,678.88112,83.51669719169713,5,59.4,0,97.0,8.35,99.0,0.1,0.9,17.1,9
Developed,79.3,96.0,0,10.45,6147.1323,83.51669719169713,0,59.0,0,97.0,8.9,99.0,0.1,0.9,17.2,8
Developed,79.2,96.0,0,10.15,524.7775227,83.51669719169713,0,58.6,0,97.0,8.38,97.0,0.1,0.9,17.2,7
Developed,78.9,11.0,0,9.95,4816.589613,83.51669719169713,1,58.1,0,97.0,8.43,97.0,0.1,0.9,17.1,6
Developed,78.7,12.0,0,9.89,4508.806185,83.51669719169713,0,57.6,0,96.0,8.21,98.0,0.1,0.9,18.3,5
Developed,78.4,98.0,0,9.31,3869.026302,83.51669719169713,0,57.1,0,96.0,8.15,98.0,0.1,0.9,18.1,4
Developed,78.1,98.0,0,9.25,3099.357319,83.51669719169713,0,56.6,0,95.0,7.81,98.0,0.1,0.9,18.0,3
Developed,78.0,1.0,0,8.94,2775.33544,83.51669719169713,1,56.1,0,95.0,7.43,98.0,0.1,0.9,17.7,2
Developed,77.5,15.0,0,8.59,397.7533689,83.51669719169713,0,55.5,0,96.0,7.22,99.0,0.1,0.9,17.3,1
Developed,82.4,78.0,2,12.40466666666667,0.0,86.0,157,62.5,3,98.0,6.555999999999999,98.0,0.1,0.7,16.3,16
Developed,82.2,79.0,3,11.5,6739.677606,83.0,267,62.0,3,98.0,11.54,98.0,0.1,0.6,16.2,15
Developed,82.0,81.0,3,11.1,6646.9539350000005,74.0,272,61.6,3,99.0,11.56,99.0,0.1,0.6,16.2,14
Developed,81.5,83.0,3,11.5,751.3793552999999,78.0,0,61.1,3,99.0,11.44,99.0,0.1,0.6,16.1,13
Developed,81.7,83.0,3,11.8,683.9190568,74.0,14949,6.6,3,99.0,11.33,99.0,0.1,0.6,16.1,12
Developed,81.3,86.0,3,11.7,72.80012109999998,65.0,5048,6.1,3,99.0,11.2,99.0,0.1,0.6,16.0,11
Developed,81.1,88.0,3,11.8,6415.35735,51.0,1541,59.6,3,98.0,11.28,98.0,0.1,0.6,16.0,10
Developed,89.0,88.0,3,11.9,7002.785925,47.0,604,59.1,3,98.0,1.57,98.0,0.1,0.6,16.1,9
Developed,89.0,89.0,3,12.2,64.73714894,42.0,39,58.6,3,99.0,1.45,98.0,0.1,0.6,16.1,8
Developed,86.0,92.0,3,12.4,5689.9919310000005,39.0,40,58.0,4,99.0,1.53,99.0,0.1,0.6,16.1,7
Developed,81.0,93.0,3,12.2,5451.701225,35.0,36,57.5,4,98.0,1.6,98.0,0.1,0.6,15.5,6
Developed,82.0,94.0,3,13.18,5291.234786,35.0,4448,57.0,4,99.0,1.53,98.0,0.1,0.6,15.5,5
Developed,79.3,99.0,3,13.49,4572.441963,28.0,0,56.4,4,96.0,1.43,97.0,0.1,0.6,15.4,4
Developed,79.2,11.0,3,13.78,3779.655273,29.0,5185,55.8,4,97.0,1.22,97.0,0.1,0.7,15.5,3
Developed,79.0,13.0,3,13.89,3451.185079,28.0,0,55.2,4,98.0,9.89,97.0,0.1,0.7,15.6,2
Developed,78.8,13.0,3,13.63,3410.284431,26.0,10000,54.6,4,98.0,9.77,97.0,0.1,0.7,15.7,1
Developed,81.0,68.0,2,11.628666666666668,0.0,88.0,2464,62.3,3,94.0,4.073333333333333,95.0,0.1,1.1,17.1,16
Developed,89.0,69.0,2,11.03,941.7562909,88.0,443,61.9,3,94.0,11.3,95.0,0.1,1.1,17.0,15
Developed,86.0,71.0,2,10.94,895.8779502999998,88.0,1771,61.4,3,94.0,11.16,95.0,0.1,1.1,16.9,14
Developed,86.0,71.0,2,11.18,839.9133199999999,88.0,166,6.9,3,94.0,1.99,95.0,0.1,1.1,16.9,13
Developed,85.0,74.0,2,11.2,869.7907349999999,88.0,1607,6.4,3,94.0,1.93,95.0,0.1,1.1,16.8,12
Developed,81.0,76.0,2,11.2,7584.078579000001,88.0,780,59.9,3,94.0,11.25,95.0,0.1,1.1,16.7,11
Developed,80.0,79.0,2,11.22,7641.2706450000005,88.0,574,59.5,3,95.0,11.4,96.0,0.1,1.1,16.7,10
Developed,79.9,8.0,2,11.36,8285.264654999999,87.0,917,59.0,3,95.0,1.39,96.0,0.1,1.1,16.6,9
Developed,79.8,82.0,3,11.5,7777.556353,86.0,567,58.5,3,95.0,1.18,96.0,0.1,1.1,16.6,8
Developed,79.6,84.0,3,11.76,6407.535954,87.0,2307,58.0,3,94.0,1.34,96.0,0.1,1.1,16.5,7
Developed,79.2,85.0,3,11.67,6012.92584,9.0,778,57.6,3,95.0,1.52,96.0,0.1,1.1,16.4,6
Developed,79.1,86.0,3,11.83,5842.374765,88.0,121,57.1,3,96.0,1.37,96.0,0.1,1.1,16.4,5
Developed,78.5,9.0,3,11.92,582.6157028,9.0,779,56.6,4,96.0,1.62,97.0,0.1,1.1,16.3,4
Developed,78.4,91.0,3,12.25,437.1059663,87.0,4657,56.1,4,97.0,1.4,93.0,0.1,1.2,16.3,3
Developed,78.3,92.0,3,12.46,4057.6373829999998,86.0,6024,55.6,4,96.0,1.15,93.0,0.1,1.2,16.2,2
Developed,78.0,95.0,3,12.91,4238.540035,84.0,0,55.1,4,94.0,1.1,9.0,0.1,1.2,16.2,1
Developed,81.0,72.0,0,8.803333333333333,0.0,96.0,1,66.5,0,99.0,9.038666666666668,99.0,0.1,0.8,17.2,16
Developed,88.0,73.0,0,7.53,2163.043414,96.0,1,66.0,0,99.0,8.8,99.0,0.1,0.8,17.2,15
Developed,86.0,74.0,0,7.46,2183.106986,98.0,3,65.4,0,99.0,9.26,99.0,0.1,0.8,17.1,14
Developed,84.0,76.0,0,8.2,2528.992935,98.0,3,64.9,0,99.0,9.24,99.0,0.1,0.8,16.8,13
Developed,85.0,76.0,0,8.02,3192.887363,95.0,40,64.3,0,99.0,9.77,99.0,0.1,0.8,16.7,12
Developed,83.0,76.0,0,9.0,3189.7544390000003,95.0,149,63.7,0,99.0,9.18,99.0,0.1,0.8,16.4,11
Developed,80.0,78.0,0,9.08,372.6854142,95.0,2,63.1,0,99.0,9.76,99.0,0.1,0.8,16.2,10
